"zip","state","county","land_area_in_sqmi","water_area_in_sqmi","median_household_income"
"77459","TX","Fort Bend County",32.78,1.61,104547
"77406","TX","Fort Bend County",64.9,1.95,110294
"77498","TX","Fort Bend County",15.48,0.64,72232
"77493","TX","Harris County",57.7,0.55,78452
"77031","TX","Harris County",3.19,0.01,39278
"77420","TX","Wharton County",53.26,1.38,27660
"77481","TX","Fort Bend County",8,0.25,NA
"77489","TX","Fort Bend County",11.24,0.21,58315
"77496","TX","Fort Bend County",NA,NA,NA
"77099","TX","Harris County",6.22,0,35252
"77464","TX","Fort Bend County",1.85,0.01,49432
"77407","TX","Fort Bend County",18.84,0.71,85219
"77487","TX","Fort Bend County",NA,NA,NA
"77469","TX","Fort Bend County",130.75,6.28,67088
"77451","TX","Fort Bend County",1.16,0.01,23438
"75494","TX","Wood County",227.18,4.57,40427
"75480","TX","Franklin County",32.38,4.09,60658
"75487","TX","Titus County",101.7,1.36,43750
"75457","TX","Franklin County",134.66,4.32,39909
"75859","TX","Freestone County",118.04,18.74,58403
"75860","TX","Freestone County",169.64,0.53,46888
"75840","TX","Freestone County",273.31,4.44,43723
"76693","TX","Freestone County",77.29,0.21,37661
"75831","TX","Leon County",255.15,1.34,50575
"75838","TX","Freestone County",69.94,0.26,48359
"75848","TX","Freestone County",0.2,0,65417
"75855","TX","Leon County",272.04,2.2,38112
"76667","TX","Limestone County",144,3.1,36663
"78017","TX","Frio County",372.46,0.28,38789
"78057","TX","Frio County",98.49,0.06,44189
"78061","TX","Frio County",553.17,0.52,33838
"78016","TX","Medina County",158.77,0.71,47306
"79323","TX","Yoakum County",230.37,0.01,54697
"79342","TX","Gaines County",95.66,0,61250
"79359","TX","Gaines County",211.51,0.02,48042
"79360","TX","Gaines County",849.59,0.02,52864
"77565","TX","Galveston County",3.8,0.7,80000
"77539","TX","Galveston County",50.39,3.05,66129
"77552","TX","Galveston County",NA,NA,NA
"77568","TX","Galveston County",12.57,0.66,42196
"77518","TX","Galveston County",2.75,0.17,40612
"77650","TX","Galveston County",21.04,2.62,79000
"77590","TX","Galveston County",17.64,1.23,45343
"77554","TX","Galveston County",35.4,28.66,64583
"77553","TX","Galveston County",NA,NA,NA
"77551","TX","Galveston County",3.81,0.91,42575
"77623","TX","Galveston County",15.69,1.33,61364
"77563","TX","Galveston County",52.5,7.61,50498
"77573","TX","Galveston County",30.17,1.31,92559
"77591","TX","Galveston County",10.8,0.27,46096
"77549","TX","Galveston County",NA,NA,NA
"77555","TX","Galveston County",NA,NA,NA
"77550","TX","Galveston County",7.51,1.12,32447
"77574","TX","Galveston County",NA,NA,NA
"79330","TX","Garza County",181.6,1.38,83333
"76856","TX","Mason County",711.18,2.86,46471
"78631","TX","Gillespie County",325.07,0.19,43340
"78028","TX","Kerr County",250.67,1.63,43343
"78618","TX","Gillespie County",165.2,0.15,63393
"78058","TX","Kerr County",555.76,0.61,42500
"78624","TX","Gillespie County",708.04,2.59,54286
"78675","TX","Gillespie County",75.25,0.12,54773
"79720","TX","Howard County",910.98,3.11,45000
"79739","TX","Glasscock County",529.37,0.42,81250
"77960","TX","Goliad County",16.95,0.04,NA
"78107","TX","Goliad County",115.77,0.03,34219
"77993","TX","Goliad County",14.91,0,44779
"77963","TX","Goliad County",647.42,3.49,48858
"77905","TX","Victoria County",419.79,8.23,61967
"78614","TX","Gonzales County",50.39,0,78958
"78159","TX","Gonzales County",155.22,0.18,31630
"78629","TX","Gonzales County",425.39,2.16,42807
"78604","TX","Gonzales County",NA,NA,NA
"78122","TX","Gonzales County",50.5,0.12,30610
"78140","TX","Gonzales County",145.03,0.58,31793
"78677","TX","Gonzales County",25.67,0,92778
"79066","TX","Gray County",NA,NA,NA
"79065","TX","Gray County",489.81,1.4,43921
"79054","TX","Gray County",40.25,0.16,40000
"79057","TX","Gray County",384.86,0.95,41500
"79002","TX","Gray County",NA,NA,NA
"76264","TX","Grayson County",35.65,2.42,49650
"75090","TX","Grayson County",77.05,0.05,38216
"76245","TX","Grayson County",22.62,5.14,32157
"75092","TX","Grayson County",113.33,0.41,50771
"75091","TX","Grayson County",NA,NA,NA
"76268","TX","Grayson County",0.58,0,48203
"75020","TX","Grayson County",62.57,4.8,40999
"75076","TX","Grayson County",49.75,8.93,52543
"75489","TX","Grayson County",1.21,0,51518
"75021","TX","Grayson County",60.26,0.07,40000
"75459","TX","Grayson County",79.29,0.38,64792
"75603","TX","Gregg County",46.22,2.94,47646
"75645","TX","Upshur County",145.05,1.83,56098
"75606","TX","Gregg County",NA,NA,NA
"75641","TX","Gregg County",3.33,0,30417
"75601","TX","Gregg County",9.34,0,42284
"75691","TX","Rusk County",93,7.2,57664
"75605","TX","Gregg County",79.19,0.2,54707
"75647","TX","Gregg County",75.96,1.13,45826
"75662","TX","Gregg County",127.58,0.21,46462
"75608","TX","Gregg County",NA,NA,NA
"75607","TX","Gregg County",NA,NA,NA
"75660","TX","Gregg County",NA,NA,NA
"75604","TX","Gregg County",47,0.38,49043
"75663","TX","Gregg County",NA,NA,NA
"75602","TX","Gregg County",48.99,1.78,31977
"75693","TX","Gregg County",10.98,0.05,57618
"75615","TX","Gregg County",NA,NA,NA
"77873","TX","Grimes County",80.79,0.5,47159
"77484","TX","Waller County",154.84,0.57,63045
"77875","TX","Grimes County",NA,NA,NA
"77363","TX","Grimes County",69.27,0.57,46842
"77831","TX","Grimes County",218.69,2.29,34228
"77872","TX","Madison County",75.38,0.86,44704
"77876","TX","Grimes County",10.39,0.11,55083
"77316","TX","Montgomery County",126.2,0.74,72458
"77861","TX","Grimes County",127.33,3.82,66397
"77830","TX","Grimes County",188.57,4.94,46979
"77356","TX","Montgomery County",130.09,15.93,78353
"78670","TX","Guadalupe County",2.84,0.04,44265
"78155","TX","Guadalupe County",354.57,1.53,49399
"78638","TX","Guadalupe County",114.56,0.36,44708
"78121","TX","Wilson County",102.76,0.32,83892
"78123","TX","Guadalupe County",3.91,0.36,62417
"78156","TX","Guadalupe County",NA,NA,NA
"78115","TX","Guadalupe County",NA,NA,NA
"79021","TX","Hale County",17.09,0,56250
"79032","TX","Hale County",19.34,0,70547
"79072","TX","Hale County",382.65,0.11,40832
"79311","TX","Hale County",173.46,0.22,50690
"79041","TX","Hale County",265.46,0.01,36667
"79073","TX","Hale County",NA,NA,NA
"79250","TX","Hale County",179.3,0.1,42132
"79064","TX","Lamb County",146.04,0.02,37865
"79261","TX","Hall County",226.44,2.57,37969
"79239","TX","Hall County",198.93,8.39,58929
"79233","TX","Hall County",77.42,3.26,19375
"79234","TX","Motley County",118.21,0.01,42250
"76531","TX","Hamilton County",382.06,0.25,40509
"76565","TX","Hamilton County",27.65,0,31364
"79040","TX","Hansford County",541.41,0.18,57604
"79062","TX","Hansford County",89.39,0.11,61000
"79081","TX","Hansford County",643.47,0.4,47292
"79225","TX","Hardeman County",147.83,0.16,48333
"79247","TX","Wilbarger County",7.6,0,32083
"79252","TX","Hardeman County",543.8,0.7,35373
"77659","TX","Hardin County",116.51,1.05,68901
"77664","TX","Tyler County",162.15,0.16,43425
"77656","TX","Hardin County",157.28,2.28,45851
"77585","TX","Hardin County",104.93,0.28,37299
"77657","TX","Hardin County",64.07,1.4,61609
"77564","TX","Liberty County",52.54,0.16,48657
"77705","TX","Jefferson County",237.25,16.15,34356
"77376","TX","Hardin County",30.92,0.03,17286
"77519","TX","Hardin County",41.41,0.23,36487
"77374","TX","Hardin County",51.86,0.14,67500
"77663","TX","Hardin County",21.66,0.39,73421
"77625","TX","Hardin County",309.36,1.25,45515
"77020","TX","Harris County",6.9,0.12,29401
"77022","TX","Harris County",5.84,0,28810
"77014","TX","Harris County",7.16,0.04,40659
"77025","TX","Harris County",4.3,0.04,65828
"77032","TX","Harris County",22.12,0.08,23389
"77037","TX","Harris County",6.23,0.01,35518
"77094","TX","Harris County",11.27,0.31,146518
"77266","TX","Harris County",NA,NA,NA
"77338","TX","Harris County",26.47,0.88,48046
"77206","TX","Harris County",NA,NA,NA
"77007","TX","Harris County",7.81,0.09,98725
"77006","TX","Harris County",2.26,0,67458
"77375","TX","Harris County",34.05,0.52,60782
"77379","TX","Harris County",25.13,0.6,97692
"77056","TX","Harris County",3.46,0.01,93069
"77057","TX","Harris County",4.26,0,54594
"77079","TX","Harris County",7.3,0.06,95589
"77447","TX","Harris County",99.87,2.06,65682
"77401","TX","Harris County",3.75,0,144821
"77547","TX","Harris County",2.67,0.18,38692
"77520","TX","Harris County",23.94,13.7,43409
"77504","TX","Harris County",5.52,0.03,40321
"77289","TX","Harris County",NA,NA,NA
"77223","TX","Harris County",NA,NA,NA
"77218","TX","Harris County",NA,NA,NA
"77291","TX","Harris County",NA,NA,NA
"77038","TX","Harris County",9.41,0.07,38160
"77012","TX","Harris County",3.93,0.33,34975
"77019","TX","Harris County",3.52,0.04,87394
"77045","TX","Harris County",11.54,0.15,36952
"77030","TX","Harris County",2.52,0.05,68980
"77044","TX","Harris County",39.08,7.39,72761
"77263","TX","Harris County",NA,NA,NA
"77084","TX","Harris County",30.75,0.13,62785
"77093","TX","Harris County",12.03,0.01,31725
"77089","TX","Harris County",12.72,0.56,63141
"77090","TX","Harris County",8.22,0.05,36138
"77234","TX","Harris County",NA,NA,NA
"77005","TX","Harris County",3.84,0,159732
"77008","TX","Harris County",6.52,0.03,70293
"77070","TX","Harris County",13.01,0.14,69139
"77071","TX","Harris County",4.47,0.03,45941
"77066","TX","Harris County",8.6,0.03,59855
"77075","TX","Harris County",11.01,0.19,45581
"77067","TX","Harris County",5.99,0.01,37309
"77068","TX","Harris County",3.8,0.05,67945
"77449","TX","Harris County",29.89,0.16,65420
"77598","TX","Harris County",12.1,0.2,46682
"77586","TX","Harris County",12.99,2.36,86786
"77532","TX","Harris County",78.41,4.73,63236
"77245","TX","Harris County",NA,NA,NA
"77254","TX","Harris County",NA,NA,NA
"77347","TX","Harris County",NA,NA,NA
"77267","TX","Harris County",NA,NA,NA
"77231","TX","Harris County",NA,NA,NA
"77024","TX","Harris County",12.7,0.04,111139
"77046","TX","Harris County",0.12,0,85493
"77092","TX","Harris County",7.62,0.02,37314
"77087","TX","Harris County",6.66,0.03,38707
"77315","TX","Harris County",NA,NA,NA
"77271","TX","Harris County",NA,NA,NA
"77292","TX","Harris County",NA,NA,NA
"77336","TX","Harris County",39.05,3.91,62995
"77274","TX","Harris County",NA,NA,NA
"77010","TX","Harris County",0.12,0,250001
"77377","TX","Harris County",38.89,0.47,87474
"77346","TX","Harris County",17.36,2.83,86523
"77063","TX","Harris County",4.6,0,49873
"77065","TX","Harris County",8.21,0.02,54091
"77058","TX","Harris County",8.25,0.93,49589
"77061","TX","Harris County",7.92,0.05,34566
"77050","TX","Harris County",6.67,0.25,44327
"77253","TX","Harris County",NA,NA,NA
"77240","TX","Harris County",NA,NA,NA
"77383","TX","Harris County",NA,NA,NA
"77357","TX","Montgomery County",62.78,0.17,48979
"77228","TX","Harris County",NA,NA,NA
"77208","TX","Harris County",NA,NA,NA
"77227","TX","Harris County",NA,NA,NA
"77207","TX","Harris County",NA,NA,NA
"77219","TX","Harris County",NA,NA,NA
"77325","TX","Harris County",NA,NA,NA
"77201","TX","Harris County",0,0,NA
"77043","TX","Harris County",14.91,0.01,54359
"77098","TX","Harris County",1.78,0,81907
"77088","TX","Harris County",11.18,0.07,40896
"77096","TX","Harris County",5.99,0.06,63346
"77251","TX","Harris County",NA,NA,NA
"77270","TX","Harris County",NA,NA,NA
"77009","TX","Harris County",6.18,0.01,44651
"77388","TX","Harris County",13.91,0.07,82936
"77389","TX","Harris County",20.86,0.27,99702
"77073","TX","Harris County",13.84,0.08,51206
"77055","TX","Harris County",8.36,0,46987
"77062","TX","Harris County",5.42,0.02,87960
"77078","TX","Harris County",10.71,0.09,30368
"77410","TX","Harris County",NA,NA,NA
"77530","TX","Harris County",13.16,3.78,44786
"77536","TX","Harris County",12.51,0.54,77824
"77244","TX","Harris County",NA,NA,NA
"77204","TX","Harris County",NA,NA,NA
"77411","TX","Harris County",NA,NA,NA
"77273","TX","Harris County",NA,NA,NA
"77258","TX","Harris County",NA,NA,NA
"77282","TX","Harris County",NA,NA,NA
"77236","TX","Harris County",NA,NA,NA
"77243","TX","Harris County",NA,NA,NA
"77039","TX","Harris County",10.1,0.05,38167
"77015","TX","Harris County",21.12,2.06,44167
"77017","TX","Harris County",8.7,0.23,35586
"77013","TX","Harris County",8.75,0.08,36829
"77047","TX","Harris County",13.82,0.23,49246
"77095","TX","Harris County",15.39,0.15,89393
"77086","TX","Harris County",6.78,0.01,42030
"77284","TX","Harris County",NA,NA,NA
"77268","TX","Harris County",NA,NA,NA
"77224","TX","Harris County",NA,NA,NA
"77262","TX","Harris County",NA,NA,NA
"77002","TX","Harris County",2.02,0.05,64093
"77074","TX","Harris County",5.44,0.02,36207
"77077","TX","Harris County",8.71,0.08,59958
"77059","TX","Harris County",9.84,0.1,136355
"77572","TX","Harris County",NA,NA,NA
"77507","TX","Harris County",0,0,NA
"77272","TX","Harris County",NA,NA,NA
"77241","TX","Harris County",NA,NA,NA
"77259","TX","Harris County",NA,NA,NA
"77501","TX","Harris County",NA,NA,NA
"77265","TX","Harris County",NA,NA,NA
"77391","TX","Harris County",NA,NA,NA
"77248","TX","Harris County",NA,NA,NA
"77290","TX","Harris County",NA,NA,NA
"77034","TX","Harris County",13.73,0.25,43905
"77016","TX","Harris County",9.67,0.06,31327
"77021","TX","Harris County",6.08,0.03,31103
"77220","TX","Harris County",NA,NA,NA
"77339","TX","Harris County",16.87,0.96,73135
"77215","TX","Harris County",NA,NA,NA
"77003","TX","Harris County",2.54,0.03,36412
"77072","TX","Harris County",7.32,0.01,35462
"77051","TX","Harris County",7.33,0.04,22920
"77433","TX","Harris County",58.33,0.95,89258
"77571","TX","Harris County",34.95,6.29,68102
"77562","TX","Harris County",14.84,3.37,57394
"77502","TX","Harris County",5.61,0,43014
"77503","TX","Harris County",8.56,0.4,44939
"77506","TX","Harris County",9.15,1.47,30617
"77221","TX","Harris County",NA,NA,NA
"77249","TX","Harris County",NA,NA,NA
"77205","TX","Harris County",NA,NA,NA
"77491","TX","Waller County",NA,NA,NA
"77288","TX","Harris County",NA,NA,NA
"77279","TX","Harris County",NA,NA,NA
"77365","TX","Montgomery County",35.48,0.56,58109
"77225","TX","Harris County",NA,NA,NA
"77035","TX","Harris County",5.7,0,36345
"77023","TX","Harris County",5.45,0.09,36033
"77033","TX","Harris County",5.98,0.02,27272
"77011","TX","Harris County",3.57,0.17,26838
"77091","TX","Harris County",7.18,0.03,27903
"77242","TX","Harris County",NA,NA,NA
"77280","TX","Harris County",NA,NA,NA
"77373","TX","Harris County",23.72,0.36,67742
"77081","TX","Harris County",3.1,0,26741
"77048","TX","Harris County",11.08,0.09,36818
"77060","TX","Harris County",8.22,0.01,27750
"77222","TX","Harris County",NA,NA,NA
"77269","TX","Harris County",NA,NA,NA
"77293","TX","Harris County",NA,NA,NA
"77257","TX","Harris County",NA,NA,NA
"77235","TX","Harris County",NA,NA,NA
"77252","TX","Harris County",NA,NA,NA
"77413","TX","Harris County",NA,NA,NA
"77217","TX","Harris County",NA,NA,NA
"77028","TX","Harris County",9.17,0.01,29389
"77036","TX","Harris County",7.12,0.04,28266
"77027","TX","Harris County",2.86,0.01,81661
"77029","TX","Harris County",12.99,0.39,31715
"77040","TX","Harris County",14.05,0.09,53194
"77018","TX","Harris County",6.62,0.03,61980
"77041","TX","Harris County",18.51,0.18,70608
"77042","TX","Harris County",6.25,0.04,46159
"77026","TX","Harris County",6.48,0,20024
"77255","TX","Harris County",NA,NA,NA
"77275","TX","Harris County",NA,NA,NA
"77237","TX","Harris County",NA,NA,NA
"77238","TX","Harris County",NA,NA,NA
"77004","TX","Harris County",5.78,0.03,41983
"77345","TX","Harris County",8.46,2.18,119708
"77396","TX","Harris County",26.81,0.16,56575
"77069","TX","Harris County",4.79,0.04,68495
"77076","TX","Harris County",4.77,0,31212
"77064","TX","Harris County",14.72,0.11,62610
"77080","TX","Harris County",6.38,0.03,38159
"77049","TX","Harris County",24.58,0.98,50348
"77054","TX","Harris County",5.59,0.02,41694
"77052","TX","Harris County",NA,NA,NA
"77429","TX","Harris County",38.38,0.5,96695
"77587","TX","Harris County",2.97,0,36083
"77505","TX","Harris County",9.15,0.07,72695
"77277","TX","Harris County",NA,NA,NA
"77256","TX","Harris County",NA,NA,NA
"77402","TX","Harris County",NA,NA,NA
"77508","TX","Harris County",NA,NA,NA
"77226","TX","Harris County",NA,NA,NA
"77230","TX","Harris County",NA,NA,NA
"77522","TX","Harris County",NA,NA,NA
"77287","TX","Harris County",NA,NA,NA
"77261","TX","Harris County",NA,NA,NA
"77492","TX","Waller County",NA,NA,NA
"77001","TX","Harris County",NA,NA,NA
"77210","TX","Harris County",NA,NA,NA
"77233","TX","Harris County",NA,NA,NA
"75671","TX","Harrison County",NA,NA,NA
"75640","TX","Upshur County",84.64,1.91,54423
"75694","TX","Harrison County",NA,NA,NA
"75683","TX","Upshur County",56.35,6.83,43816
"75659","TX","Harrison County",NA,NA,NA
"75651","TX","Harrison County",58.68,0.22,43364
"75672","TX","Harrison County",237.32,0.72,49598
"75650","TX","Harrison County",124.18,2.69,59274
"75642","TX","Harrison County",2.25,0,NA
"75692","TX","Harrison County",89.77,0.35,50285
"75688","TX","Harrison County",NA,NA,NA
"75670","TX","Harrison County",122.97,0.45,30005
"75661","TX","Harrison County",127.36,9.41,37357
"79044","TX","Hartley County",195.72,0.06,40000
"79018","TX","Hartley County",368.17,0.17,40833
"76388","TX","Haskell County",101.98,0.06,34493
"79533","TX","Jones County",144.02,0.33,41786
"79553","TX","Jones County",166.24,0.43,35904
"79521","TX","Haskell County",311.88,6.97,39479
"79547","TX","Haskell County",78.25,0.01,35625
"79539","TX","Haskell County",37.46,0,34821
"79503","TX","Jones County",79.43,0.25,55326
"79548","TX","Haskell County",91.41,0.01,41696
"79544","TX","Haskell County",82.56,0,35417
"78739","TX","Travis County",11.43,0,128597
"78737","TX","Hays County",38.19,0,121094
"78738","TX","Travis County",16.98,0.11,118795
"78619","TX","Hays County",38.26,0,87228
"78667","TX","Hays County",NA,NA,NA
"78736","TX","Travis County",28.99,0,84940
"78652","TX","Travis County",17.29,0,76604
"79011","TX","Wheeler County",119.56,0.77,71250
"79014","TX","Hemphill County",943.34,4.42,55690
"75124","TX","Henderson County",93.08,2,47500
"75156","TX","Henderson County",31.27,16.25,37212
"75756","TX","Henderson County",68.55,0.33,44535
"75778","TX","Henderson County",56.3,1.09,41288
"75143","TX","Henderson County",177.84,24.64,40135
"75148","TX","Henderson County",87.51,6.11,34252
"75782","TX","Henderson County",NA,NA,NA
"75163","TX","Henderson County",33.78,6.05,51800
"75758","TX","Henderson County",49.37,17.91,45177
"75147","TX","Kaufman County",93.75,2.54,45227
"78589","TX","Hidalgo County",20.79,0,33648
"78537","TX","Hidalgo County",62.47,0.95,25338
"78541","TX","Hidalgo County",289.04,0.62,34586
"78596","TX","Hidalgo County",59.36,0.75,34297
"78599","TX","Hidalgo County",NA,NA,NA
"78502","TX","Hidalgo County",NA,NA,NA
"78569","TX","Willacy County",132.78,0.96,36750
"78543","TX","Hidalgo County",5.95,0,22121
"78548","TX","Starr County",3.91,0,25962
"78562","TX","Hidalgo County",25.31,1.08,30938
"78574","TX","Hidalgo County",58.82,0,29818
"78557","TX","Hidalgo County",11.65,0.32,39033
"78503","TX","Hidalgo County",17.04,0.17,35660
"78504","TX","Hidalgo County",17.68,0,61277
"78540","TX","Hidalgo County",NA,NA,NA
"78572","TX","Hidalgo County",77.53,1.12,37735
"78573","TX","Hidalgo County",34.12,0.05,33809
"78570","TX","Hidalgo County",74.58,0.87,25445
"78538","TX","Hidalgo County",71.01,3.76,25806
"78516","TX","Hidalgo County",38.04,0.22,32977
"78565","TX","Hidalgo County",5.32,0.46,8611
"78542","TX","Hidalgo County",169.86,0.11,29878
"78501","TX","Hidalgo County",15.34,0,31214
"78505","TX","Hidalgo County",NA,NA,NA
"78576","TX","Hidalgo County",38.44,0,28853
"78539","TX","Hidalgo County",13.15,0.06,52167
"78560","TX","Hidalgo County",13.51,1.03,34297
"78579","TX","Hidalgo County",8.38,0.11,31099
"78549","TX","Hidalgo County",27.69,0.1,22599
"78563","TX","Hidalgo County",259.84,0.08,30809
"78577","TX","Hidalgo County",31.75,0.11,32054
"78595","TX","Hidalgo County",14.98,0,24464
"78558","TX","Hidalgo County",1.36,0,17000
"76692","TX","Hill County",122.61,15.67,42965
"76660","TX","Hill County",35.52,0.32,41818
"76645","TX","Hill County",167.47,3.89,32234
"76621","TX","Hill County",72.71,0.41,57361
"76648","TX","Hill County",103.12,3.09,39833
"76631","TX","Hill County",40.89,0.28,66964
"76093","TX","Johnson County",37.03,0.3,59195
"76666","TX","Hill County",16.38,0.18,45000
"76673","TX","Hill County",92.22,1.27,48571
"76691","TX","McLennan County",99.75,0.48,50000
"76636","TX","Hill County",43.37,0.36,48875
"76622","TX","Hill County",52.72,0.62,42231
"76650","TX","Hill County",10.43,0.06,37500
"76627","TX","Hill County",88.55,1.87,42917
"76676","TX","Hill County",21.46,0.12,41333
"76628","TX","Hill County",9.27,0.04,16406
"79363","TX","Lubbock County",115.74,0.49,54601
"79313","TX","Hockley County",131.39,0,39097
"79339","TX","Lamb County",277.26,0.04,35487
"79367","TX","Hockley County",31.67,0,45250
"79345","TX","Terry County",189.76,0.09,53281
"79358","TX","Hockley County",108.55,0.01,50809
"79380","TX","Hockley County",10.18,0,42344
"79407","TX","Lubbock County",70.77,0.18,40221
"79353","TX","Hockley County",12.34,0.15,NA
"79372","TX","Hockley County",13.21,0,49191
"76049","TX","Hood County",100.97,6.98,64254
"76033","TX","Johnson County",164,4.56,53523
"76476","TX","Hood County",102.72,1.65,62974
"76035","TX","Parker County",67.36,0.08,84732
"76048","TX","Hood County",108.49,5.88,48668
"76087","TX","Parker County",186.43,3.87,74898
"76467","TX","Hood County",NA,NA,NA
"75483","TX","Hopkins County",NA,NA,NA
"75431","TX","Hopkins County",58.86,0.48,42639
"75497","TX","Wood County",64.66,18.41,48722
"75478","TX","Hopkins County",53.31,0.97,47083
"75481","TX","Hopkins County",69.43,1.37,34409
"75420","TX","Hopkins County",36.6,0.48,50500
"75471","TX","Hopkins County",48.19,0.37,42321
"75433","TX","Hopkins County",104.09,1.13,47662
"75437","TX","Hopkins County",60.23,1.24,53977
"75851","TX","Houston County",259.39,1.05,38309
"75835","TX","Houston County",450,1.68,29086
"75862","TX","Trinity County",246.81,20.98,35011
"75849","TX","Houston County",1.91,0,21813
"75847","TX","Houston County",242.32,0.22,36968
"75858","TX","Houston County",0.46,0,56250
"79748","TX","Howard County",55.28,0.08,70417
"79733","TX","Howard County",1.83,0,61250
"79851","TX","Hudspeth County",673.32,0.07,25000
"79839","TX","Hudspeth County",483.54,0.3,19583
"79837","TX","Hudspeth County",1650.53,6.31,26250
"75169","TX","Van Zandt County",214.1,14.01,43316
"75401","TX","Hunt County",103.97,1,31274
"75453","TX","Hunt County",74.84,7.04,41525
"75160","TX","Kaufman County",119.98,0.81,44594
"75422","TX","Hunt County",73.04,0.42,52056
"75404","TX","Hunt County",NA,NA,NA
"75135","TX","Hunt County",62.17,0.09,62800
"75423","TX","Hunt County",81.16,0.36,47162
"75458","TX","Hunt County",NA,NA,NA
"75402","TX","Hunt County",90.3,1.23,57594
"75403","TX","Hunt County",NA,NA,NA
"75474","TX","Hunt County",107.29,23.92,44976
"79083","TX","Hutchinson County",317.29,0.23,51141
"79078","TX","Hutchinson County",22.73,3.13,50341
"79007","TX","Hutchinson County",44.51,0.07,42613
"79008","TX","Hutchinson County",NA,NA,NA
"76901","TX","Tom Green County",276.07,6.6,46111
"76904","TX","Tom Green County",403.9,10.68,54537
"76941","TX","Irion County",568.48,0.03,47159
"76930","TX","Irion County",180.32,0,50694
"76458","TX","Jack County",564.14,5.98,49306
"76487","TX","Parker County",89.43,0.27,54872
"76427","TX","Jack County",56.55,0.62,34014
"76426","TX","Wise County",131.56,15.02,52328
"76486","TX","Jack County",103.24,1.03,53906
"76459","TX","Jack County",22.47,0.11,31875
"76431","TX","Wise County",118.72,1.3,51941
"76449","TX","Palo Pinto County",207.1,16.44,41797
"77991","TX","Jackson County",21.6,1.26,44432
"77971","TX","Jackson County",60.71,1.46,64896
"77957","TX","Jackson County",378.02,5.06,45798
"77961","TX","Jackson County",40.61,0.05,NA
"77969","TX","Jackson County",28.84,0.72,43971
"77970","TX","Jackson County",44.95,0.2,48554
"77962","TX","Jackson County",164.66,11.34,61607
"77612","TX","Jasper County",347.61,1.17,50144
"75933","TX","Newton County",74.36,0.26,43056
"77615","TX","Jasper County",15.36,0.72,50250
"75951","TX","Jasper County",393.08,14.69,33700
"75956","TX","Jasper County",243,1.25,42644
"75931","TX","Jasper County",56.02,20.35,46528
"77662","TX","Orange County",139.1,5.78,43826
"79734","TX","Jeff Davis County",1293.79,0.05,49146
"79854","TX","Jeff Davis County",708.65,0.01,75417
"77619","TX","Jefferson County",5.97,0.11,50559
"77707","TX","Jefferson County",14.78,0.13,50051
"77703","TX","Jefferson County",13.23,0.75,24829
"77651","TX","Jefferson County",12.38,1.77,61363
"77708","TX","Jefferson County",7.08,0.08,41205
"77629","TX","Jefferson County",63.73,0.3,52813
"77701","TX","Jefferson County",6.9,0.26,30316
"77627","TX","Jefferson County",10.58,2.15,59701
"77702","TX","Jefferson County",1.24,0,37783
"77706","TX","Jefferson County",11.28,0.03,55900
"77642","TX","Jefferson County",19.68,1.83,32039
"77725","TX","Jefferson County",NA,NA,NA
"77713","TX","Jefferson County",99.66,1.36,60800
"77704","TX","Jefferson County",NA,NA,NA
"77613","TX","Jefferson County",38.03,0.33,61563
"77726","TX","Jefferson County",NA,NA,NA
"77622","TX","Jefferson County",22.44,0.33,84766
"77640","TX","Jefferson County",38.54,33.9,29096
"77720","TX","Jefferson County",NA,NA,NA
"77655","TX","Jefferson County",47.04,11.41,39083
"78361","TX","Jim Hogg County",1160.64,0.4,35928
"78360","TX","Jim Hogg County",NA,NA,NA
"78582","TX","Starr County",651.05,1.82,27337
"78372","TX","Jim Wells County",214.26,0.02,52208
"78342","TX","Jim Wells County",1.79,0,41210
"78380","TX","Nueces County",335.93,1.93,39922
"78383","TX","Jim Wells County",152.88,7.01,51029
"78375","TX","Jim Wells County",102.96,0.03,31864
"76036","TX","Tarrant County",45.97,0.07,64852
"76028","TX","Johnson County",77.14,0.14,69676
"76058","TX","Johnson County",54.4,0.42,56151
"76009","TX","Johnson County",98.2,1.75,51696
"76061","TX","Johnson County",1.51,0,NA
"76070","TX","Somervell County",35.85,1.07,56382
"76031","TX","Johnson County",72.48,0.94,46714
"76059","TX","Johnson County",2.74,0.01,36579
"76097","TX","Johnson County",NA,NA,NA
"76044","TX","Johnson County",100.97,0.76,59833
"79561","TX","Taylor County",125.32,0.36,46154
"79525","TX","Jones County",93.74,0.18,38787
"79536","TX","Taylor County",316.65,0.31,45054
"79501","TX","Jones County",199.11,1.05,41757
"78144","TX","Karnes County",2.25,0.02,NA
"78111","TX","Karnes County",NA,NA,NA
"78151","TX","Karnes County",104.51,0.42,34183
"78117","TX","Karnes County",53.34,0.68,84643
"78116","TX","Karnes County",122.2,1.04,70357
"75157","TX","Kaufman County",1.68,0.03,41042
"75032","TX","Rockwall County",51.31,8.37,93308
"75126","TX","Kaufman County",77.34,0.93,85677
"75118","TX","Kaufman County",NA,NA,NA
"75161","TX","Kaufman County",113.95,2.64,56148
"75158","TX","Kaufman County",87.93,1.11,58466
"75114","TX","Kaufman County",43.25,0.44,68287
"75142","TX","Kaufman County",173.43,2.21,53809
"78013","TX","Kendall County",230.26,0.31,49533
"78004","TX","Kendall County",26.27,0.01,124592
